Reservoir Inflows and Outflows
"Scenario: GridMet, Reservoir: Assenpink Lake"
Cubic Meter
"Sources and Destinations","Increase in Storage for Assenpink Lake","Inflow from Upstream","Outflow to Downstream"
4/3/2010,0,400671,-400671
4/4/2010,0,359214,-359214
4/5/2010,0,311971,-311971
4/6/2010,0,274886,-274886
4/7/2010,0,232033,-232033
4/8/2010,0,334603,-334603
4/9/2010,0,219208,-219208
4/10/2010,0,203533,-203533
4/11/2010,0,194413,-194413
4/12/2010,0,172617,-172617
4/13/2010,0,181331,-181331
4/14/2010,0,156090,-156090
4/15/2010,0,147183,-147183
4/16/2010,0,171642,-171642
4/17/2010,0,136834,-136834
4/18/2010,0,128892,-128892
4/19/2010,0,122268,-122268
4/20/2010,0,115845,-115845
4/21/2010,0,157185,-157185
4/22/2010,0,116381,-116381
4/23/2010,0,104024,-104024
4/24/2010,0,248082,-248082
4/25/2010,0,276105,-276105
4/26/2010,0,457095,-457095
4/27/2010,0,152320,-152320
4/28/2010,0,157556,-157556
4/29/2010,0,156890,-156890
4/30/2010,0,153044,-153044
5/1/2010,0,144252,-144252
5/2/2010,0,205886,-205886
5/3/2010,0,229637,-229637
5/4/2010,0,129079,-129079
5/5/2010,0,108136,-108136
5/6/2010,0,98343.3,-98343.3
5/7/2010,0,90903.7,-90903.7
5/8/2010,0,85215.7,-85215.7
5/9/2010,0,82357.8,-82357.8
5/10/2010,0,78053.2,-78053.2
5/11/2010,0,219887,-219887
5/12/2010,0,104731,-104731
5/13/2010,0,89553.2,-89553.2
5/14/2010,0,220808,-220808
5/15/2010,0,94641.8,-94641.8
5/16/2010,0,87273.8,-87273.8
5/17/2010,0,233277,-233277
5/18/2010,0,403721,-403721
5/19/2010,0,134177,-134177
5/20/2010,0,127761,-127761
5/21/2010,0,113963,-113963
5/22/2010,0,107767,-107767
5/23/2010,0,131245,-131245
5/24/2010,0,85861.6,-85861.6
5/25/2010,0,75683.8,-75683.8
5/26/2010,0,65329.1,-65329.1
5/27/2010,0,150689,-150689
5/28/2010,0,166813,-166813
5/29/2010,0,84222.8,-84222.8
5/30/2010,0,62808.7,-62808.7
5/31/2010,0,745976,-745976
