Reservoir Inflows and Outflows
"Scenario: GridMet, Reservoir: Lake Ontelaunee"
Cubic Meter
"Sources and Destinations","Increase in Storage for Lake Ontelaunee","Inflow from Upstream","Net Evaporation","Outflow to Downstream"
7/15/2009,0,728361,0,-728361
7/16/2009,0,654319,0,-654319
7/17/2009,0,755361,0,-755361
7/18/2009,0,607718,0,-607718
7/19/2009,0,485512,0,-485512
7/20/2009,0,427851,0,-427851
7/21/2009,0,416859,0,-416859
7/22/2009,0,416891,0,-416891
7/23/2009,0,735450,0,-735450
7/24/2009,0,428603,0,-428603
7/25/2009,0,571118,0,-571118
7/26/2009,0,1079222,0,-1079220
7/27/2009,0,745608,0,-745608
7/28/2009,0,615861,0,-615861
7/29/2009,0,2552114,0,-2552110
7/30/2009,0,1245752,0,-1245750
7/31/2009,0,1438058,0,-1438060
8/1/2009,0,931064,0,-931064
8/2/2009,0,6146530,0,-6146530
8/3/2009,0,2329067,0,-2329070
8/4/2009,0,1447351,0,-1447350
8/5/2009,0,1058530,0,-1058530
8/6/2009,0,826715,0,-826715
8/7/2009,0,717169,0,-717169
8/8/2009,0,699485,0,-699485
8/9/2009,0,3577834,0,-3577830
8/10/2009,0,1350279,0,-1350280
8/11/2009,0,1199703,0,-1199700
8/12/2009,0,2710784,0,-2710780
8/13/2009,0,2347444,0,-2347440
8/14/2009,0,1495078,0,-1495080
8/15/2009,0,1172030,0,-1172030
8/16/2009,0,963585,0,-963585
8/17/2009,0,784322,0,-784322
8/18/2009,0,896084,0,-896084
8/19/2009,0,1137929,0,-1137930
8/20/2009,0,788650,0,-788650
8/21/2009,0,2053047,0,-2053050
8/22/2009,0,1826233,0,-1826230
8/23/2009,0,1191769,0,-1191770
8/24/2009,0,1000814,0,-1000810
8/25/2009,0,872976,0,-872976
8/26/2009,0,758404,0,-758404
8/27/2009,0,780433,0,-780433
8/28/2009,0,3104226,0,-3104230
8/29/2009,0,2438954,0,-2438950
8/30/2009,0,1549127,0,-1549130
8/31/2009,0,1154797,0,-1154800
9/1/2009,0,986796,0,-986796
9/2/2009,0,874035,0,-874035
9/3/2009,0,784343,0,-784343
9/4/2009,0,709371,0,-709371
9/5/2009,0,627570,0,-627570
9/6/2009,0,571600,0,-571600
9/7/2009,0,531432,0,-531432
9/8/2009,0,501555,0,-501555
9/9/2009,0,489292,0,-489292
9/10/2009,0,455135,0,-455135
9/11/2009,0,1616146,0,-1616150
9/12/2009,0,1131344,0,-1131340
9/13/2009,0,742318,0,-742318
9/14/2009,0,754318,0,-754318
9/15/2009,0,716632,0,-716632
9/16/2009,0,811446,0,-811446
9/17/2009,0,885102,0,-885102
9/18/2009,0,738216,0,-738216
9/19/2009,0,600137,0,-600137
9/20/2009,0,509081,0,-509081
9/21/2009,0,455119,0,-455119
9/22/2009,0,417879,0,-417879
9/23/2009,0,632410,0,-632410
9/24/2009,0,432778,0,-432778
9/25/2009,0,398103,0,-398103
9/26/2009,0,1262525,0,-1262520
9/27/2009,0,1468323,0,-1468320
9/28/2009,0,998749,0,-998749
9/29/2009,0,871715,0,-871715
9/30/2009,0,794846,0,-794846
10/1/2009,0,680461,0,-680461
10/2/2009,0,653190,0,-653190
10/3/2009,0,575723,0,-575723
10/4/2009,0,489561,0,-489561
10/5/2009,0,428224,0,-428224
10/6/2009,0,392767,0,-392767
10/7/2009,0,467101,0,-467101
10/8/2009,0,372833,0,-372833
10/9/2009,0,762660,0,-762660
10/10/2009,0,569758,0,-569758
10/11/2009,0,474999,0,-474999
10/12/2009,0,463036,0,-463036
10/13/2009,0,446141,0,-446141
10/14/2009,0,425290,0,-425290
10/15/2009,0,1270151,0,-1270150
10/16/2009,0,1172658,0,-1172660
10/17/2009,0,1730632,0,-1730630
10/18/2009,0,1169506,0,-1169510
10/19/2009,0,929352,0,-929352
10/20/2009,0,790441,0,-790441
10/21/2009,0,686616,0,-686616
10/22/2009,0,608137,0,-608137
10/23/2009,0,1279372,0,-1279370
10/24/2009,0,3594725,0,-3594730
10/25/2009,0,1627579,0,-1627580
10/26/2009,0,1268365,0,-1268360
10/27/2009,0,3265200,0,-3265200
10/28/2009,0,4344130,0,-4344130
10/29/2009,0,2369442,0,-2369440
10/30/2009,0,1761885,0,-1761880
10/31/2009,0,1402312,0,-1402310
11/1/2009,0,1290530,0,-1290530
11/2/2009,0,1068913,0,-1068910
11/3/2009,0,944524,0,-944524
11/4/2009,0,832860,0,-832860
11/5/2009,0,761675,0,-761675
11/6/2009,0,695494,0,-695494
11/7/2009,0,649847,0,-649847
11/8/2009,0,610991,0,-610991
11/9/2009,0,575155,0,-575155
11/10/2009,0,543415,0,-543415
11/11/2009,0,517472,0,-517472
11/12/2009,0,492695,0,-492695
11/13/2009,0,467556,0,-467556
11/14/2009,0,461854,0,-461854
11/15/2009,0,427831,0,-427831
11/16/2009,0,407085,0,-407085
11/17/2009,0,389064,0,-389064
11/18/2009,0,372212,0,-372212
11/19/2009,0,921163,0,-921163
11/20/2009,0,734495,0,-734495
11/21/2009,0,550333,0,-550333
11/22/2009,0,585748,0,-585748
11/23/2009,0,631570,0,-631570
11/24/2009,0,688516,0,-688516
11/25/2009,0,858999,0,-858999
11/26/2009,0,828635,0,-828635
11/27/2009,0,734801,0,-734801
11/28/2009,0,597950,0,-597950
11/29/2009,0,524685,0,-524685
11/30/2009,0,648455,0,-648455
12/1/2009,0,517347,0,-517347
12/2/2009,0,2136330,0,-2136330
12/3/2009,0,3771484,0,-3771480
12/4/2009,0,1850359,0,-1850360
12/5/2009,0,2208517,0,-2208520
12/6/2009,0,1553726,0,-1553730
12/7/2009,0,1285974,0,-1285970
12/8/2009,0,1182692,0,-1182690
12/9/2009,0,3831559,0,-3831560
12/10/2009,0,2189284,0,-2189280
12/11/2009,0,1510003,0,-1510000
12/12/2009,0,1235746,0,-1235750
12/13/2009,0,1286254,0,-1286250
12/14/2009,0,1060615,0,-1060610
12/15/2009,0,966210,0,-966210
12/16/2009,0,889960,0,-889960
12/17/2009,0,792062,0,-792062
12/18/2009,0,727896,0,-727896
12/19/2009,0,678301,0,-678301
12/20/2009,0,636960,0,-636960
12/21/2009,0,598302,0,-598302
12/22/2009,0,564674,0,-564674
12/23/2009,0,534869,0,-534869
12/24/2009,0,508012,0,-508012
12/25/2009,0,639383,0,-639383
12/26/2009,0,2089213,0,-2089210
12/27/2009,0,635178,0,-635178
12/28/2009,0,972405,0,-972405
12/29/2009,0,663835,0,-663835
12/30/2009,0,664826,0,-664826
12/31/2009,0,670779,0,-670779
1/1/2010,0,633004,0,-633004
1/2/2010,0,600373,0,-600373
1/3/2010,0,542749,0,-542749
1/4/2010,0,498854,0,-498854
1/5/2010,0,461622,0,-461622
1/6/2010,0,431317,0,-431317
1/7/2010,0,407709,0,-407709
1/8/2010,0,384318,0,-384318
1/9/2010,0,365426,0,-365426
1/10/2010,0,348642,0,-348642
1/11/2010,0,333332,0,-333332
1/12/2010,0,319144,0,-319144
1/13/2010,0,305883,0,-305883
1/14/2010,0,293431,0,-293431
1/15/2010,0,281633,0,-281633
1/16/2010,0,270409,0,-270409
1/17/2010,0,1704217,0,-1704220
1/18/2010,0,466530,0,-466530
1/19/2010,0,653609,0,-653609
1/20/2010,0,930025,0,-930025
1/21/2010,0,1212361,0,-1212360
1/22/2010,0,1870726,0,-1870730
1/23/2010,0,2079990,0,-2079990
1/24/2010,0,8218875,0,-8218880
1/25/2010,0,7490828,0,-7490830
1/26/2010,0,2441292,0,-2441290
1/27/2010,0,2014290,0,-2014290
1/28/2010,0,1427014,0,-1427010
1/29/2010,0,1139193,0,-1139190
1/30/2010,0,965720,0,-965720
1/31/2010,0,849256,0,-849256
2/1/2010,0,744191,0,-744191
2/2/2010,0,671626,0,-671626
2/3/2010,0,660865,0,-660865
2/4/2010,0,632926,0,-632926
2/5/2010,0,637001,0,-637001
2/6/2010,0,538005,0,-538005
2/7/2010,0,511268,0,-511268
2/8/2010,0,487363,0,-487363
2/9/2010,0,543231,0,-543231
2/10/2010,0,622001,0,-622001
2/11/2010,0,468506,0,-468506
2/12/2010,0,448403,0,-448403
2/13/2010,0,425171,0,-425171
2/14/2010,0,410357,0,-410357
2/15/2010,0,582497,0,-582497
2/16/2010,0,1261500,0,-1261500
2/17/2010,0,1728440,0,-1728440
2/18/2010,0,3023336,0,-3023340
2/19/2010,0,2211999,0,-2212000
2/20/2010,0,1358829,0,-1358830
2/21/2010,0,1163064,0,-1163060
2/22/2010,0,1272159,0,-1272160
2/23/2010,0,1975570,0,-1975570
2/24/2010,0,1540088,0,-1540090
2/25/2010,0,1124957,0,-1124960
2/26/2010,0,1056387,0,-1056390
2/27/2010,0,1063594,0,-1063590
2/28/2010,0,932616,0,-932616
3/1/2010,0,769137,0,-769137
3/2/2010,0,755537,0,-755537
3/3/2010,0,619380,0,-619380
3/4/2010,0,555370,0,-555370
3/5/2010,0,515333,0,-515333
3/6/2010,0,481550,0,-481550
3/7/2010,0,450652,0,-450652
3/8/2010,0,422942,0,-422942
3/9/2010,0,398712,0,-398712
3/10/2010,0,377047,0,-377047
3/11/2010,0,357896,0,-357896
3/12/2010,0,1076209,0,-1076210
3/13/2010,0,3991357,0,-3991360
3/14/2010,0,2018046,0,-2018050
3/15/2010,0,1412685,0,-1412680
3/16/2010,0,1215302,0,-1215300
3/17/2010,0,1058768,0,-1058770
3/18/2010,0,908623,0,-908623
3/19/2010,0,787670,0,-787670
3/20/2010,0,670253,0,-670253
3/21/2010,0,559313,0,-559313
3/22/2010,0,2459472,0,-2459470
3/23/2010,0,1144042,0,-1144040
3/24/2010,0,964510,0,-964510
3/25/2010,0,1201670,0,-1201670
3/26/2010,0,918328,0,-918328
3/27/2010,0,828877,0,-828877
3/28/2010,0,2887826,0,-2887830
3/29/2010,0,2166988,0,-2166990
3/30/2010,0,4955450,0,-4955450
3/31/2010,0,2376428,0,-2376430
4/1/2010,0,1680598,0,-1680600
4/2/2010,0,1299208,0,-1299210
4/3/2010,0,1090368,0,-1090370
4/4/2010,0,957661,0,-957661
4/5/2010,0,836513,0,-836513
4/6/2010,0,755585,0,-755585
4/7/2010,0,685511,0,-685511
4/8/2010,0,981177,0,-981177
4/9/2010,0,685303,0,-685303
4/10/2010,0,642489,0,-642489
4/11/2010,0,603536,0,-603536
4/12/2010,0,571080,0,-571080
4/13/2010,0,544611,0,-544611
4/14/2010,0,516438,0,-516438
4/15/2010,0,495243,0,-495243
4/16/2010,0,1261173,0,-1261170
4/17/2010,0,671529,0,-671529
4/18/2010,0,645441,0,-645441
4/19/2010,0,607807,0,-607807
4/20/2010,0,568185,0,-568185
4/21/2010,0,538823,0,-538823
4/22/2010,0,497658,0,-497658
4/23/2010,0,464675,0,-464675
4/24/2010,0,1000240,0,-1000240
4/25/2010,0,3363524,0,-3363520
4/26/2010,0,2918410,0,-2918410
4/27/2010,0,1630544,0,-1630540
4/28/2010,0,1315593,0,-1315590
4/29/2010,0,1071676,0,-1071680
4/30/2010,0,898752,0,-898752
5/1/2010,0,772228,0,-772228
5/2/2010,0,4685086,0,-4685090
5/3/2010,0,2357563,0,-2357560
5/4/2010,0,1586583,0,-1586580
5/5/2010,0,1166695,0,-1166690
5/6/2010,0,973486,0,-973486
5/7/2010,0,853579,0,-853579
5/8/2010,0,789004,0,-789004
5/9/2010,0,719110,0,-719110
5/10/2010,0,639314,0,-639314
5/11/2010,0,1524758,0,-1524760
5/12/2010,0,842692,0,-842692
5/13/2010,0,775072,0,-775072
5/14/2010,0,825920,0,-825920
5/15/2010,0,700783,0,-700783
5/16/2010,0,642682,0,-642682
5/17/2010,0,713277,0,-713277
5/18/2010,0,1014876,0,-1014880
5/19/2010,0,703398,0,-703398
5/20/2010,0,605608,0,-605608
5/21/2010,0,537782,0,-537782
5/22/2010,0,499292,0,-499292
5/23/2010,0,503725,0,-503725
5/24/2010,0,445052,0,-445052
5/25/2010,0,411861,0,-411861
5/26/2010,0,383353,0,-383353
5/27/2010,0,939646,0,-939646
5/28/2010,0,460168,0,-460168
5/29/2010,0,665404,0,-665404
5/30/2010,0,461322,0,-461322
5/31/2010,0,436548,0,-436548
