Reservoir Inflows and Outflows
"Scenario: GridMet, Reservoir: Swinging Bridge Monagup and Rio Reservoirs"
Cubic Meter
"Sources and Destinations","Decrease in Storage for Swinging Bridge Monagup and Rio Reservoirs","Increase in Storage for Swinging Bridge Monagup and Rio Reservoirs","Inflow from Upstream","Outflow to Downstream"
2/16/2009,0,0,1297324,-1297320
2/17/2009,0,0,1187755,-1187760
2/18/2009,0,0,1160176,-1160180
2/19/2009,0,0,984656,-984656
2/20/2009,0,0,584719,-584719
2/21/2009,0,0,414430,-414430
2/22/2009,0,0,569857,-569857
2/23/2009,0,0,233945,-233945
2/24/2009,0,0,182558,-182558
2/25/2009,0,0,147205,-147205
2/26/2009,0,0,1673712,-1673710
2/27/2009,0,0,5292924,-5292920
2/28/2009,0,0,6198444,-6198440
3/1/2009,0,0,1156395,-1156400
3/2/2009,0,0,1098515,-1098520
3/3/2009,0,0,1083846,-1083850
3/4/2009,0,0,1028456,-1028460
3/5/2009,0,0,941248,-941248
3/6/2009,0,0,1359067,-1359070
3/7/2009,0,0,3757348,-3757350
3/8/2009,0,0,11101008,-11101000
3/9/2009,0,0,12626309,-12626300
3/10/2009,0,0,6888099,-6888100
3/11/2009,0,0,3605250,-3605250
3/12/2009,0,0,2188970,-2188970
3/13/2009,0,0,1577170,-1577170
3/14/2009,0,0,1274831,-1274830
3/15/2009,0,0,982550,-982550
3/16/2009,0,0,634614,-634614
3/17/2009,0,0,397377,-397377
3/18/2009,0,0,291959,-291959
3/19/2009,0,0,569883,-569883
3/20/2009,0,0,174151,-174151
3/21/2009,0,0,131951,-131951
3/22/2009,0,0,105774,-105774
3/23/2009,0,0,86018.6,-86018.6
3/24/2009,0,0,72072,-72072
3/25/2009,0,0,62009.6,-62009.6
3/26/2009,0,0,511867,-511867
3/27/2009,0,0,175245,-175245
3/28/2009,0,0,98866.7,-98866.7
3/29/2009,0,0,1224508,-1224510
3/30/2009,0,0,198652,-198652
3/31/2009,0,0,196830,-196830
4/1/2009,0,0,929123,-929123
4/2/2009,0,0,250632,-250632
4/3/2009,0,0,4437520,-4437520
4/4/2009,0,0,587382,-587382
4/5/2009,0,0,532735,-532735
4/6/2009,0,0,1222781,-1222780
4/7/2009,0,0,556935,-556935
4/8/2009,0,0,482837,-482837
4/9/2009,0,0,405991,-405991
4/10/2009,0,0,757036,-757036
4/11/2009,0,0,396666,-396666
4/12/2009,0,0,284959,-284959
4/13/2009,0,0,225845,-225845
4/14/2009,0,0,240665,-240665
4/15/2009,0,0,150338,-150338
4/16/2009,0,0,112020,-112020
4/17/2009,0,0,86681.3,-86681.3
4/18/2009,0,0,63321.4,-63321.4
4/19/2009,0,0,45648.1,-45648.1
4/20/2009,0,0,680209,-680209
4/21/2009,0,0,1533848,-1533850
4/22/2009,0,0,291291,-291291
4/23/2009,0,0,220235,-220235
4/24/2009,0,0,212315,-212315
4/25/2009,0,0,196858,-196858
4/26/2009,0,0,170849,-170849
4/27/2009,0,0,140670,-140670
4/28/2009,0,0,102412,-102412
4/29/2009,0,0,64941,-64941
4/30/2009,0,0,42905.4,-42905.4
5/1/2009,0,0,142013,-142013
5/2/2009,0,0,66215,-66215
5/3/2009,0,0,42643.4,-42643.4
5/4/2009,0,0,78258,-78258
5/5/2009,0,0,201392,-201392
5/6/2009,0,0,777656,-777656
5/7/2009,0,0,785511,-785511
5/8/2009,0,0,637886,-637886
5/9/2009,0,0,1000856,-1000860
5/10/2009,0,0,347311,-347311
5/11/2009,0,0,333116,-333116
5/12/2009,0,0,305973,-305973
5/13/2009,0,0,261952,-261952
5/14/2009,0,0,2728619,-2728620
5/15/2009,0,0,748901,-748901
5/16/2009,0,0,7131160,-7131160
5/17/2009,0,0,1972020,-1972020
5/18/2009,0,0,1399051,-1399050
5/19/2009,0,0,1141331,-1141330
5/20/2009,0,0,902462,-902462
5/21/2009,0,0,683057,-683057
5/22/2009,0,0,438271,-438271
5/23/2009,0,0,404522,-404522
5/24/2009,0,0,300011,-300011
5/25/2009,0,0,130711,-130711
5/26/2009,0,0,854779,-854779
5/27/2009,0,0,272890,-272890
5/28/2009,0,0,1005555,-1005560
5/29/2009,0,0,1951066,-1951070
5/30/2009,0,0,477748,-477748
5/31/2009,0,0,429307,-429307
6/1/2009,0,0,368646,-368646
6/2/2009,0,0,325648,-325648
6/3/2009,0,0,416976,-416976
6/4/2009,0,0,210162,-210162
6/5/2009,0,0,218018,-218018
6/6/2009,0,0,100106,-100106
6/7/2009,0,0,62041.2,-62041.2
6/8/2009,0,0,330464,-330464
6/9/2009,0,0,3392383,-3392380
6/10/2009,0,0,473821,-473821
6/11/2009,0,0,3367192,-3367190
6/12/2009,0,0,1291831,-1291830
6/13/2009,0,0,2453270,-2453270
6/14/2009,0,0,2399620,-2399620
6/15/2009,0,0,3801989,-3801990
6/16/2009,0,0,1548578,-1548580
6/17/2009,0,0,2903658,-2903660
6/18/2009,0,0,6444697,-6444700
6/19/2009,0,0,1951396,-1951400
6/20/2009,0,0,5516646,-5516650
6/21/2009,0,0,2936625,-2936630
6/22/2009,0,0,1392704,-1392700
6/23/2009,0,0,872354,-872354
6/24/2009,0,0,680852,-680852
6/25/2009,0,0,703452,-703452
6/26/2009,0,0,2696612,-2696610
6/27/2009,0,0,1360171,-1360170
6/28/2009,0,0,558524,-558524
6/29/2009,0,0,479581,-479581
6/30/2009,0,0,1398810,-1398810
7/1/2009,0,0,642308,-642308
7/2/2009,0,0,1164408,-1164410
7/3/2009,0,0,596352,-596352
7/4/2009,0,0,309511,-309511
7/5/2009,0,0,199893,-199893
7/6/2009,0,0,263591,-263591
7/7/2009,0,0,1015135,-1015130
7/8/2009,0,0,292466,-292466
7/9/2009,0,0,174310,-174310
7/10/2009,0,0,115617,-115617
7/11/2009,0,0,1009642,-1009640
7/12/2009,0,0,194452,-194452
7/13/2009,0,0,150829,-150829
7/14/2009,0,0,116184,-116184
7/15/2009,0,0,77974.7,-77974.7
7/16/2009,0,0,633033,-633033
7/17/2009,0,0,2430429,-2430430
7/18/2009,0,0,454977,-454977
7/19/2009,0,0,326601,-326601
7/20/2009,0,0,249788,-249788
7/21/2009,0,0,635649,-635649
7/22/2009,0,0,231510,-231510
7/23/2009,0,0,256003,-256003
7/24/2009,0,0,529398,-529398
7/25/2009,0,0,747375,-747375
7/26/2009,0,0,291082,-291082
7/27/2009,0,0,239285,-239285
7/28/2009,0,0,150917,-150917
7/29/2009,0,0,9812461,-9812460
7/30/2009,0,0,2277750,-2277750
7/31/2009,0,0,6460500,-6460500
8/1/2009,0,0,1903839,-1903840
8/2/2009,0,0,5484408,-5484410
8/3/2009,0,0,1930968,-1930970
8/4/2009,0,0,1321407,-1321410
8/5/2009,0,0,1025087,-1025090
8/6/2009,0,0,508574,-508574
8/7/2009,0,0,284669,-284669
8/8/2009,0,0,152757,-152757
8/9/2009,0,0,1939884,-1939880
8/10/2009,0,0,2733994,-2733990
8/11/2009,0,0,575696,-575696
8/12/2009,0,0,1519132,-1519130
8/13/2009,0,0,1198902,-1198900
8/14/2009,0,0,607585,-607585
8/15/2009,0,0,439181,-439181
8/16/2009,0,0,361717,-361717
8/17/2009,0,0,215998,-215998
8/18/2009,0,0,290511,-290511
8/19/2009,0,0,170357,-170357
8/20/2009,0,0,71499.4,-71499.4
8/21/2009,0,0,4135106,-4135110
8/22/2009,0,0,5461876,-5461880
8/23/2009,0,0,1762395,-1762400
8/24/2009,0,0,1051455,-1051450
8/25/2009,0,0,891843,-891843
8/26/2009,0,0,781420,-781420
8/27/2009,0,0,585168,-585168
8/28/2009,0,0,2405462,-2405460
8/29/2009,0,0,1359281,-1359280
8/30/2009,0,0,625289,-625289
8/31/2009,0,0,385672,-385672
9/1/2009,0,0,254593,-254593
9/2/2009,0,0,176958,-176958
9/3/2009,0,0,125569,-125569
9/4/2009,0,0,90462.6,-90462.6
9/5/2009,0,0,55551.7,-55551.7
9/6/2009,0,0,33471.3,-33471.3
9/7/2009,0,0,20675.4,-20675.4
9/8/2009,0,0,12980.6,-12980.6
9/9/2009,0,0,8319.34,-8319.34
9/10/2009,0,0,5382.14,-5382.14
9/11/2009,0,0,273828,-273828
9/12/2009,0,0,196742,-196742
9/13/2009,0,0,24251.9,-24251.9
9/14/2009,0,0,22210.1,-22210.1
9/15/2009,0,0,20103.3,-20103.3
9/16/2009,0,0,73178.9,-73178.9
9/17/2009,0,0,340660,-340660
9/18/2009,0,0,54625.3,-54625.3
9/19/2009,0,0,47181.7,-47181.7
9/20/2009,0,0,38640,-38640
9/21/2009,0,0,31836.6,-31836.6
9/22/2009,0,0,26119.2,-26119.2
9/23/2009,0,0,41043.6,-41043.6
9/24/2009,0,0,18815,-18815
9/25/2009,0,0,13004.7,-13004.7
9/26/2009,0,0,734748,-734748
9/27/2009,0,0,1691484,-1691480
9/28/2009,0,0,537446,-537446
9/29/2009,0,0,359009,-359009
9/30/2009,0,0,340525,-340525
10/1/2009,0,0,343887,-343887
10/2/2009,0,0,699641,-699641
10/3/2009,0,0,784410,-784410
10/4/2009,0,0,443091,-443091
10/5/2009,0,0,339978,-339978
10/6/2009,0,0,344848,-344848
10/7/2009,0,0,571486,-571486
10/8/2009,0,0,235820,-235820
10/9/2009,0,0,1180163,-1180160
10/10/2009,0,0,350462,-350462
10/11/2009,0,0,290435,-290435
10/12/2009,0,0,287721,-287721
10/13/2009,0,0,267396,-267396
10/14/2009,0,0,209630,-209630
10/15/2009,0,0,646659,-646659
10/16/2009,0,0,385982,-385982
10/17/2009,0,0,323349,-323349
10/18/2009,0,0,270942,-270942
10/19/2009,0,0,205033,-205033
10/20/2009,0,0,175972,-175972
10/21/2009,0,0,149624,-149624
10/22/2009,0,0,126068,-126068
10/23/2009,0,0,802145,-802145
10/24/2009,0,0,8929109,-8929110
10/25/2009,0,0,1469938,-1469940
10/26/2009,0,0,1515357,-1515360
10/27/2009,0,0,3018486,-3018490
10/28/2009,0,0,9480015,-9480020
10/29/2009,0,0,3264084,-3264080
10/30/2009,0,0,2540604,-2540600
10/31/2009,0,0,2481174,-2481170
11/1/2009,0,0,1481884,-1481880
11/2/2009,0,0,911601,-911601
11/3/2009,0,0,632007,-632007
11/4/2009,0,0,441862,-441862
11/5/2009,0,0,352962,-352962
11/6/2009,0,0,218279,-218279
11/7/2009,0,0,159268,-159268
11/8/2009,0,0,121016,-121016
11/9/2009,0,0,93666.6,-93666.6
11/10/2009,0,0,73854.1,-73854.1
11/11/2009,0,0,59587,-59587
11/12/2009,0,0,49206.4,-49206.4
11/13/2009,0,0,82310.4,-82310.4
11/14/2009,0,0,160852,-160852
11/15/2009,0,0,48076.7,-48076.7
11/16/2009,0,0,40779,-40779
11/17/2009,0,0,35886.8,-35886.8
11/18/2009,0,0,32132.2,-32132.2
11/19/2009,0,0,1158484,-1158480
11/20/2009,0,0,2103454,-2103450
11/21/2009,0,0,439484,-439484
11/22/2009,0,0,505015,-505015
11/23/2009,0,0,546766,-546766
11/24/2009,0,0,564028,-564028
11/25/2009,0,0,821762,-821762
11/26/2009,0,0,612730,-612730
11/27/2009,0,0,529280,-529280
11/28/2009,0,0,443885,-443885
11/29/2009,0,0,312269,-312269
11/30/2009,0,0,521521,-521521
12/1/2009,0,0,260181,-260181
12/2/2009,0,0,1014633,-1014630
12/3/2009,0,0,4599904,-4599900
12/4/2009,0,0,1132374,-1132370
12/5/2009,0,0,2562274,-2562270
12/6/2009,0,0,1443384,-1443380
12/7/2009,0,0,1320904,-1320900
12/8/2009,0,0,1169634,-1169630
12/9/2009,0,0,2730824,-2730820
12/10/2009,0,0,1383624,-1383620
12/11/2009,0,0,993032,-993032
12/12/2009,0,0,744981,-744981
12/13/2009,0,0,554765,-554765
12/14/2009,0,0,429781,-429781
12/15/2009,0,0,389628,-389628
12/16/2009,0,0,278784,-278784
12/17/2009,0,0,215965,-215965
12/18/2009,0,0,174911,-174911
12/19/2009,0,0,145772,-145772
12/20/2009,0,0,123726,-123726
12/21/2009,0,0,106530,-106530
12/22/2009,0,0,92879.7,-92879.7
12/23/2009,0,0,81828,-81828
12/24/2009,0,0,72950.4,-72950.4
12/25/2009,0,0,65223.5,-65223.5
12/26/2009,0,0,905161,-905161
12/27/2009,0,0,805674,-805674
12/28/2009,0,0,148853,-148853
12/29/2009,0,0,128640,-128640
12/30/2009,0,0,129564,-129564
12/31/2009,0,0,129701,-129701
1/1/2010,0,0,128371,-128371
1/2/2010,0,0,126180,-126180
1/3/2010,0,0,117081,-117081
1/4/2010,0,0,104450,-104450
1/5/2010,0,0,93384.9,-93384.9
1/6/2010,0,0,83533.5,-83533.5
1/7/2010,0,0,74671.6,-74671.6
1/8/2010,0,0,66819.7,-66819.7
1/9/2010,0,0,60216.8,-60216.8
1/10/2010,0,0,54797.4,-54797.4
1/11/2010,0,0,50092.7,-50092.7
1/12/2010,0,0,45812.2,-45812.2
1/13/2010,0,0,41883.5,-41883.5
1/14/2010,0,0,38305.9,-38305.9
1/15/2010,0,0,34988.8,-34988.8
1/16/2010,0,0,31809.9,-31809.9
1/17/2010,0,0,623950,-623950
1/18/2010,0,0,56571.9,-56571.9
1/19/2010,0,0,226136,-226136
1/20/2010,0,0,56744.7,-56744.7
1/21/2010,0,0,56660.8,-56660.8
1/22/2010,0,0,56409.8,-56409.8
1/23/2010,0,0,55977.5,-55977.5
1/24/2010,0,0,498895,-498895
1/25/2010,0,0,3943982,-3943980
1/26/2010,0,0,508888,-508888
1/27/2010,0,0,1025465,-1025460
1/28/2010,0,0,403640,-403640
1/29/2010,0,0,427712,-427712
1/30/2010,0,0,442764,-442764
1/31/2010,0,0,447606,-447606
2/1/2010,0,0,434475,-434475
2/2/2010,0,0,359981,-359981
2/3/2010,0,0,299324,-299324
2/4/2010,0,0,244718,-244718
2/5/2010,0,0,202229,-202229
2/6/2010,0,0,168942,-168942
2/7/2010,0,0,142670,-142670
2/8/2010,0,0,121880,-121880
2/9/2010,0,0,105061,-105061
2/10/2010,0,0,91100.6,-91100.6
2/11/2010,0,0,79593.9,-79593.9
2/12/2010,0,0,70059.3,-70059.3
2/13/2010,0,0,62011.7,-62011.7
2/14/2010,0,0,55212,-55212
2/15/2010,0,0,173518,-173518
2/16/2010,0,0,661731,-661731
2/17/2010,0,0,76151.3,-76151.3
2/18/2010,0,0,304568,-304568
2/19/2010,0,0,1338756,-1338760
2/20/2010,0,0,2657047,-2657050
2/21/2010,0,0,3589598,-3589600
2/22/2010,0,0,1756888,-1756890
2/23/2010,0,0,2822110,-2822110
2/24/2010,0,0,3475490,-3475490
2/25/2010,0,0,12452081,-12452100
2/26/2010,0,0,4767612,-4767610
2/27/2010,0,0,3491003,-3491000
2/28/2010,0,0,8221194,-8221190
3/1/2010,0,0,9516594,-9516590
3/2/2010,0,0,9190015,-9190020
3/3/2010,0,0,5386326,-5386330
3/4/2010,0,0,3136536,-3136540
3/5/2010,0,0,1835816,-1835820
3/6/2010,0,0,1211997,-1212000
3/7/2010,0,0,893582,-893582
3/8/2010,0,0,587415,-587415
3/9/2010,0,0,386020,-386020
3/10/2010,0,0,255893,-255893
3/11/2010,0,0,174192,-174192
3/12/2010,0,0,1050820,-1050820
3/13/2010,0,0,5658940,-5658940
3/14/2010,0,0,1696530,-1696530
3/15/2010,0,0,915487,-915487
3/16/2010,0,0,625902,-625902
3/17/2010,0,0,581813,-581813
3/18/2010,0,0,525184,-525184
3/19/2010,0,0,464205,-464205
3/20/2010,0,0,385866,-385866
3/21/2010,0,0,271622,-271622
3/22/2010,0,0,9871554,-9871550
3/23/2010,0,0,1842455,-1842450
3/24/2010,0,0,1607985,-1607990
3/25/2010,0,0,2832286,-2832290
3/26/2010,0,0,1503456,-1503460
3/27/2010,0,0,1244537,-1244540
3/28/2010,0,0,2941567,-2941570
3/29/2010,0,0,3269518,-3269520
3/30/2010,0,0,9871508,-9871510
3/31/2010,0,0,2891858,-2891860
4/1/2010,0,0,1995639,-1995640
4/2/2010,0,0,1345070,-1345070
4/3/2010,0,0,925504,-925504
4/4/2010,0,0,652086,-652086
4/5/2010,0,0,479944,-479944
4/6/2010,0,0,430572,-430572
4/7/2010,0,0,206972,-206972
4/8/2010,0,0,929718,-929718
4/9/2010,0,0,222929,-222929
4/10/2010,0,0,165457,-165457
4/11/2010,0,0,131124,-131124
4/12/2010,0,0,106136,-106136
4/13/2010,0,0,87133,-87133
4/14/2010,0,0,71757.2,-71757.2
4/15/2010,0,0,123870,-123870
4/16/2010,0,0,722849,-722849
4/17/2010,0,0,137274,-137274
4/18/2010,0,0,114950,-114950
4/19/2010,0,0,101615,-101615
4/20/2010,0,0,90282.9,-90282.9
4/21/2010,0,0,77008.2,-77008.2
4/22/2010,0,0,65525.8,-65525.8
4/23/2010,0,0,54567.7,-54567.7
4/24/2010,0,0,1248880,-1248880
4/25/2010,0,0,1044970,-1044970
4/26/2010,0,0,3371571,-3371570
4/27/2010,0,0,734406,-734406
4/28/2010,0,0,757791,-757791
4/29/2010,0,0,735188,-735188
4/30/2010,0,0,668779,-668779
5/1/2010,0,0,571069,-571069
5/2/2010,0,0,721216,-721216
5/3/2010,0,0,552923,-552923
5/4/2010,0,0,466272,-466272
5/5/2010,0,0,214490,-214490
5/6/2010,0,0,190436,-190436
5/7/2010,0,0,816658,-816658
5/8/2010,0,0,686060,-686060
5/9/2010,0,0,241239,-241239
5/10/2010,0,0,204793,-204793
5/11/2010,0,0,1953908,-1953910
5/12/2010,0,0,936165,-936165
5/13/2010,0,0,944639,-944639
5/14/2010,0,0,794840,-794840
5/15/2010,0,0,524524,-524524
5/16/2010,0,0,393514,-393514
5/17/2010,0,0,301500,-301500
5/18/2010,0,0,2140231,-2140230
5/19/2010,0,0,598333,-598333
5/20/2010,0,0,435864,-435864
5/21/2010,0,0,307319,-307319
5/22/2010,0,0,284951,-284951
5/23/2010,0,0,163648,-163648
5/24/2010,0,0,117556,-117556
5/25/2010,0,0,85117.3,-85117.3
5/26/2010,0,0,49955.1,-49955.1
5/27/2010,0,0,558402,-558402
5/28/2010,0,0,78475.7,-78475.7
5/29/2010,0,0,59371.8,-59371.8
5/30/2010,0,0,40854.1,-40854.1
5/31/2010,0,0,54852.2,-54852.2
